Ministry/Sector,Agency/Dept,Service Name,Description,Simple Service Name,Simple Description,Service Category,Access Method,Online Platform,Required Documents,Processing Time,Cost,Eligibility,Contact/Link,Deep Link to Service,Has Online Form?,Form Type,Form URL,Has PDF Form?,PDF Form URL,Form Submission Method,Notes/Research Status
Commerce,BoI,Investment Incentives,Access incentives,Incentives,Business tax breaks,Commerce,Hybrid,https://www.boi.gov.ng,"Business proposal, investment",30-45 days,Variable,Businesses,https://www.boi.gov.ng/contact,https://www.boi.gov.ng/incentives/investment,Yes,Hybrid,https://www.boi.gov.ng/incentives/apply,Yes,https://www.boi.gov.ng/downloads/incentive-form.pdf,Online + Business Proposal + Assessment + Approval,✅
Commerce,FIRS,Export Proceeds Repatriation,Repatriate export money,Repatriation,Currency import approval,Commerce,Online,https://www.firs.gov.ng,Export transaction details,3-7 days,Free,Exporters,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/repatriation/export,Yes,Web Form,https://www.firs.gov.ng/repatriation/apply,No,,Online - Direct,✅
Commerce,CBN,Trade Finance Services,Get trade financing,Finance,Import/export financing,Commerce,Hybrid,https://www.cbn.gov.ng,"Trade documents, bank details",14-21 days,Variable,Traders,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/trade/finance,Yes,Hybrid,https://www.cbn.gov.ng/trade/apply,Yes,https://www.cbn.gov.ng/downloads/trade-finance-form.pdf,Online + Trade Documents + Bank Verification + Processing,✅
Commerce,NCS,Customs Valuation,Get goods valuation,Valuation,Import tariff assessment,Commerce,Hybrid,https://www.customs.gov.ng,"Invoice, specifications",7-14 days,₦5K-₦50K,Importers,https://www.customs.gov.ng/contact,https://www.customs.gov.ng/valuation/customs,Yes,Hybrid,https://www.customs.gov.ng/valuation/apply,Yes,https://www.customs.gov.ng/downloads/valuation-form.pdf,Online + Invoice + Specification + Assessment,✅
Energy,NNPC,Petroleum Supply Contract,Get petroleum supply,Supply,Oil business authorization,Energy,Hybrid,https://www.nnpc.gov.ng,"Business proposal, credentials",90-120 days,₦500M-₦5B,Petroleum companies,https://www.nnpc.gov.ng/contact,https://www.nnpc.gov.ng/contract/petroleum,Yes,Hybrid,https://www.nnpc.gov.ng/contract/apply,Yes,https://www.nnpc.gov.ng/downloads/petroleum-contract-form.pdf,Online + Business Proposal + Verification + Approval,✅
Energy,DPR,Oil Field Drilling Permit,Get drilling permit,Permit,Oil exploration authorization,Energy,Hybrid,https://www.dpr.gov.ng,"Technical plan, environmental",120-180 days,₦1B-₦10B,Oil companies,https://www.dpr.gov.ng/contact,https://www.dpr.gov.ng/permit/drilling,Yes,Hybrid,https://www.dpr.gov.ng/permit/apply,Yes,https://www.dpr.gov.ng/downloads/drilling-permit-form.pdf,Online + Technical Plan + Environmental Plan + Approval,✅
Energy,NERC,Power Generation License,Get power generation license,License,Electricity production,Energy,Hybrid,https://www.nerc.gov.ng,"Technical specs, financial",90-120 days,₦500M-₦5B,Power companies,https://www.nerc.gov.ng/contact,https://www.nerc.gov.ng/license/generation,Yes,Hybrid,https://www.nerc.gov.ng/license/apply,Yes,https://www.nerc.gov.ng/downloads/generation-license-form.pdf,Online + Technical Specs + Environmental Plan + Approval,✅
Energy,NERC,Electricity Distribution License,Get distribution license,License,Power distribution,Energy,Hybrid,https://www.nerc.gov.ng,"Infrastructure plan, operational",90-120 days,₦500M-₦5B,Distribution companies,https://www.nerc.gov.ng/contact,https://www.nerc.gov.ng/license/distribution,Yes,Hybrid,https://www.nerc.gov.ng/license/apply,Yes,https://www.nerc.gov.ng/downloads/distribution-license-form.pdf,Online + Infrastructure Plan + Operational Plan + Approval,✅
Energy,NCC,Renewable Energy Project,Register renewable project,Project,Clean energy development,Energy,Hybrid,https://www.ncc.gov.ng,"Project plan, technical",60-90 days,Variable,Energy companies,https://www.ncc.gov.ng/contact,https://www.ncc.gov.ng/energy/renewable,Yes,Hybrid,https://www.ncc.gov.ng/energy/apply,Yes,https://www.ncc.gov.ng/downloads/renewable-form.pdf,Online + Project Plan + Technical Specs + Assessment,✅
Transport,FRSC,Vehicle Insurance Verification,Verify insurance,Verification,Auto insurance check,Transport,Online,https://www.frsc.gov.ng,"Vehicle registration, policy",Immediate,Free,All drivers,https://www.frsc.gov.ng/contact,https://www.frsc.gov.ng/insurance/verification,Yes,Web Form,https://www.frsc.gov.ng/insurance/verify,No,,Online - Direct,✅
Transport,FMCTA,Transport License Renewal,Renew transport license,Renewal,License extension,Transport,Online,https://www.fmcta.gov.ng,"Current license, details",3-7 days,₦10K-₦50K,Transport operators,https://www.fmcta.gov.ng/contact,https://www.fmcta.gov.ng/license/renewal,Yes,Web Form,https://www.fmcta.gov.ng/license/renew,No,,Online - Direct,✅
Transport,FMCTA,Logistics Business Registration,Register logistics,Registration,Logistics company formation,Transport,Hybrid,https://www.fmcta.gov.ng,"Company details, fleet",14-21 days,₦50K-₦200K,Logistics companies,https://www.fmcta.gov.ng/contact,https://www.fmcta.gov.ng/registration/logistics,Yes,Hybrid,https://www.fmcta.gov.ng/logistics/apply,Yes,https://www.fmcta.gov.ng/downloads/logistics-form.pdf,Online + Company Details + Fleet Info + Verification,✅
Transport,NCAA,Aviation License,Get aviation license,License,Air services,Transport,Hybrid,https://www.ncaa.gov.ng,"Safety plan, training",60-90 days,₦100M-₦1B,Airlines,https://www.ncaa.gov.ng/contact,https://www.ncaa.gov.ng/license/aviation,Yes,Hybrid,https://www.ncaa.gov.ng/license/apply,Yes,https://www.ncaa.gov.ng/downloads/aviation-form.pdf,Online + Safety Plan + Training Proof + Approval,✅
Transport,NIS,Shipping Documentation,Get shipping docs,Documentation,Marine cargo papers,Transport,Hybrid,https://www.nis.gov.ng,"Vessel details, cargo",7-14 days,₦25K-₦100K,Shippers,https://www.nis.gov.ng/contact,https://www.nis.gov.ng/documentation/shipping,Yes,Hybrid,https://www.nis.gov.ng/shipping/apply,Yes,https://www.nis.gov.ng/downloads/shipping-doc-form.pdf,Online + Vessel Details + Documentation + Verification,✅
Professional,MDCN,Medical License,Get medical license,Med License,Doctor practice authorization,Professional,Hybrid,https://www.mdcn.gov.ng,"Medical credentials, exam",45-60 days,₦100K-₦500K,Doctors,https://www.mdcn.gov.ng/contact,https://www.mdcn.gov.ng/license/medical,Yes,Hybrid,https://www.mdcn.gov.ng/license/apply,Yes,https://www.mdcn.gov.ng/downloads/medical-license-form.pdf,Online + Credentials + Examination + Certification,✅
Professional,NMA,Nursing License,Get nursing license,Nursing,Nurse practice authorization,Professional,Hybrid,https://www.nma.org.ng,"Nursing qualifications, credentials",30-45 days,₦50K-₦200K,Nurses,https://www.nma.org.ng/contact,https://www.nma.org.ng/license/nursing,Yes,Hybrid,https://www.nma.org.ng/license/apply,Yes,https://www.nma.org.ng/downloads/nursing-license-form.pdf,Online + Qualifications + Verification + Certification,✅
Professional,PIP,Pharmacy License,Get pharmacy license,Pharmacy,Pharmacist practice authorization,Professional,Hybrid,https://www.pip.gov.ng,"Pharmacy credentials, facility",30-45 days,₦100K-₦500K,Pharmacists,https://www.pip.gov.ng/contact,https://www.pip.gov.ng/license/pharmacy,Yes,Hybrid,https://www.pip.gov.ng/license/apply,Yes,https://www.pip.gov.ng/downloads/pharmacy-license-form.pdf,Online + Credentials + Facility Details + Inspection,✅
Professional,CITN,Tax Professional Registration,Register as tax pro,Tax Pro,Tax consultant authorization,Professional,Hybrid,https://www.citn.org,"Tax qualifications, experience",21-30 days,₦50K-₦200K,Tax professionals,https://www.citn.org/contact,https://www.citn.org/registration/tax-professional,Yes,Hybrid,https://www.citn.org/registration/apply,Yes,https://www.citn.org/downloads/tax-prof-form.pdf,Online + Qualifications + Membership + Verification,✅
Professional,ICAN,Accountant Registration,Register as accountant,Accountant,Accountant practice authorization,Professional,Hybrid,https://www.ican.org.ng,"Accounting qualifications, experience",30-45 days,₦100K-₦500K,Accountants,https://www.ican.org.ng/contact,https://www.ican.org.ng/registration/accountant,Yes,Hybrid,https://www.ican.org.ng/registration/apply,Yes,https://www.ican.org.ng/downloads/accountant-form.pdf,Online + Qualifications + Experience + Verification,✅
Professional,NIA,Insurance Broker License,Get insurance license,License,Insurance brokerage,Professional,Hybrid,https://www.nia.org.ng,"Broker credentials, financial",30-45 days,₦100M-₦500M,Insurance brokers,https://www.nia.org.ng/contact,https://www.nia.org.ng/license/broker,Yes,Hybrid,https://www.nia.org.ng/license/apply,Yes,https://www.nia.org.ng/downloads/broker-license-form.pdf,Online + Credentials + Financial Proof + Approval,✅
Professional,NBA,Law Practice License,Get law practice license,License,Legal practice authorization,Professional,Hybrid,https://www.nba.org.ng,"Bar certificate, practice plan",30-45 days,₦50K-₦200K,Lawyers,https://www.nba.org.ng/contact,https://www.nba.org.ng/license/law-practice,Yes,Hybrid,https://www.nba.org.ng/license/apply,Yes,https://www.nba.org.ng/downloads/law-practice-form.pdf,Online + Bar Certificate + Practice Details + Verification,✅
Professional,RIBA,Architecture License,Get architecture license,License,Architect practice,Professional,Hybrid,https://www.riba.org.ng,"Architecture qualifications, portfolio",45-60 days,₦100K-₦500K,Architects,https://www.riba.org.ng/contact,https://www.riba.org.ng/license/architecture,Yes,Hybrid,https://www.riba.org.ng/license/apply,Yes,https://www.riba.org.ng/downloads/architecture-form.pdf,Online + Qualifications + Portfolio + Verification,✅
Professional,NSPE,Engineering License,Get engineering license,License,Engineer practice,Professional,Hybrid,https://www.nspe.org.ng,"Engineering qualifications, experience",45-60 days,₦100K-₦500K,Engineers,https://www.nspe.org.ng/contact,https://www.nspe.org.ng/license/engineering,Yes,Hybrid,https://www.nspe.org.ng/license/apply,Yes,https://www.nspe.org.ng/downloads/engineering-form.pdf,Online + Qualifications + Experience + Examination,✅
Professional,LPNSA,Land Professional License,Get land license,License,Land surveyor/realtor,Professional,Hybrid,https://www.lpnsa.org.ng,Land professional qualifications,30-45 days,₦50K-₦200K,Land professionals,https://www.lpnsa.org.ng/contact,https://www.lpnsa.org.ng/license/land,Yes,Hybrid,https://www.lpnsa.org.ng/license/apply,Yes,https://www.lpnsa.org.ng/downloads/land-license-form.pdf,Online + Qualifications + Experience + Verification,✅
Professional,COREN,Survey License,Get survey license,License,Surveying practice,Professional,Hybrid,https://www.coren.gov.ng,"Survey qualifications, training",30-45 days,₦50K-₦200K,Surveyors,https://www.coren.gov.ng/contact,https://www.coren.gov.ng/license/survey,Yes,Hybrid,https://www.coren.gov.ng/license/apply,Yes,https://www.coren.gov.ng/downloads/survey-license-form.pdf,Online + Qualifications + Training + Verification,✅
Professional,ACPN,Clinical Psychology License,Get psychology license,License,Psychology practice,Professional,Hybrid,https://www.acpn.gov.ng,"Psychology credentials, training",45-60 days,₦100K-₦500K,Psychologists,https://www.acpn.gov.ng/contact,https://www.acpn.gov.ng/license/psychology,Yes,Hybrid,https://www.acpn.gov.ng/psychology/apply,Yes,https://www.acpn.gov.ng/downloads/psychology-form.pdf,Online + Credentials + Verification + Certification,✅
Professional,DENREG,Dental Professional License,Get dental license,License,Dentist practice,Professional,Hybrid,https://www.denreg.gov.ng,"Dental credentials, training",30-45 days,₦100K-₦500K,Dentists,https://www.denreg.gov.ng/contact,https://www.denreg.gov.ng/license/dental,Yes,Hybrid,https://www.denreg.gov.ng/dental/apply,Yes,https://www.denreg.gov.ng/downloads/dental-license-form.pdf,Online + Qualifications + Verification + Certification,✅
Professional,OPNREG,Optometry License,Get optometry license,License,Optometrist practice,Professional,Hybrid,https://www.opnreg.gov.ng,"Optometry credentials, experience",30-45 days,₦50K-₦200K,Optometrists,https://www.opnreg.gov.ng/contact,https://www.opnreg.gov.ng/license/optometry,Yes,Hybrid,https://www.opnreg.gov.ng/optometry/apply,Yes,https://www.opnreg.gov.ng/downloads/optometry-form.pdf,Online + Qualifications + Verification + Certification,✅
Professional,VETCOUNCIL,Veterinary License,Get veterinary license,License,Vet practice,Professional,Hybrid,https://www.vetcouncil.gov.ng,"Vet qualifications, experience",30-45 days,₦100K-₦500K,Veterinarians,https://www.vetcouncil.gov.ng/contact,https://www.vetcouncil.gov.ng/license/veterinary,Yes,Hybrid,https://www.vetcouncil.gov.ng/veterinary/apply,Yes,https://www.vetcouncil.gov.ng/downloads/vet-license-form.pdf,Online + Qualifications + Experience + Verification,✅
Agriculture,FMARD,Livestock Production Grant,Get livestock grant,Grant,Livestock farming support,Agriculture,Hybrid,https://www.fmard.gov.ng,"Livestock details, farm",30-45 days,₦100K-₦5M,Farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/grant/livestock,Yes,Hybrid,https://www.fmard.gov.ng/livestock/apply,Yes,https://www.fmard.gov.ng/downloads/livestock-grant-form.pdf,Online + Livestock Details + Assessment,✅
Agriculture,FMARD,Crop Production Support,Get crop support,Support,Crop farming assistance,Agriculture,Hybrid,https://www.fmard.gov.ng,"Farm details, crop type",21-30 days,₦50K-₦2M,Farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/support/crop,Yes,Hybrid,https://www.fmard.gov.ng/crop/apply,Yes,https://www.fmard.gov.ng/downloads/crop-support-form.pdf,Online + Farm Details + Assessment,✅
Agriculture,NAERLS,Agricultural Extension,Access extension,Extension,Agricultural advisory,Agriculture,Online,https://www.naerls.gov.ng,"Farm location, crops",Ongoing,Free,Farmers,https://www.naerls.gov.ng/contact,https://www.naerls.gov.ng/extension/agricultural,Yes,Web Form,https://www.naerls.gov.ng/extension/join,No,,Online - Direct,✅
Agriculture,NRCRI,Root Crop Research,Access research,Research,Root crop science,Agriculture,Hybrid,https://www.nrcri.gov.ng,"Research interest, credentials",30-45 days,₦50K-₦500K,Researchers,https://www.nrcri.gov.ng/contact,https://www.nrcri.gov.ng/research/root-crops,Yes,Hybrid,https://www.nrcri.gov.ng/research/apply,Yes,https://www.nrcri.gov.ng/downloads/research-form.pdf,Online + Research Details + Academic Credentials + Approval,✅
Agriculture,IITA,Tropical Agriculture,Access IITA program,Program,Tropical farming,Agriculture,Hybrid,https://www.iita.org,"Background, research interest",45-60 days,Variable,Researchers,https://www.iita.org/contact,https://www.iita.org/programs/tropical,Yes,Hybrid,https://www.iita.org/apply/tropical,Yes,https://www.iita.org/downloads/tropical-form.pdf,Online + Background + Research Interest + Assessment,✅
Agriculture,CRIN,Cocoa Research,Access cocoa program,Program,Cocoa farming,Agriculture,Hybrid,https://www.crin.gov.ng,"Farming details, experience",30-45 days,Variable,Cocoa farmers,https://www.crin.gov.ng/contact,https://www.crin.gov.ng/research/cocoa,Yes,Hybrid,https://www.crin.gov.ng/cocoa/apply,Yes,https://www.crin.gov.ng/downloads/cocoa-form.pdf,Online + Farming Details + Assessment + Support,✅
Agriculture,NIFOR,Forest Resources,Access forestry program,Program,Forestry support,Agriculture,Hybrid,https://www.nifor.gov.ng,"Forestry plan, land",60-90 days,₦100K-₦5M,Foresters,https://www.nifor.gov.ng/contact,https://www.nifor.gov.ng/resources/forest,Yes,Hybrid,https://www.nifor.gov.ng/forest/apply,Yes,https://www.nifor.gov.ng/downloads/forest-form.pdf,Online + Forestry Plan + Environmental Assessment + Approval,✅
Agriculture,NVRI,Veterinary Research,Access vet research,Research,Animal health science,Agriculture,Hybrid,https://www.nvri.gov.ng,"Research proposal, credentials",45-60 days,₦100K-₦2M,Researchers,https://www.nvri.gov.ng/contact,https://www.nvri.gov.ng/research/veterinary,Yes,Hybrid,https://www.nvri.gov.ng/veterinary/apply,Yes,https://www.nvri.gov.ng/downloads/veterinary-form.pdf,Online + Research Proposal + Animal Welfare + Approval,✅
Agriculture,FRIN,Fisheries Research,Access fisheries program,Program,Fish farming,Agriculture,Hybrid,https://www.frin.gov.ng,"Fishing details, water",45-60 days,₦100K-₦3M,Fishers,https://www.frin.gov.ng/contact,https://www.frin.gov.ng/research/fisheries,Yes,Hybrid,https://www.frin.gov.ng/fisheries/apply,Yes,https://www.frin.gov.ng/downloads/fisheries-form.pdf,Online + Fishing Details + Sustainability Plan + Approval,✅
Agriculture,ILRI,Livestock Research,Access livestock program,Program,Livestock science,Agriculture,Hybrid,https://www.ilri.gov.ng,"Livestock details, research",45-60 days,Variable,Researchers,https://www.ilri.gov.ng/contact,https://www.ilri.gov.ng/research/livestock,Yes,Hybrid,https://www.ilri.gov.ng/livestock/apply,Yes,https://www.ilri.gov.ng/downloads/livestock-form.pdf,Online + Livestock Details + Research Plan + Approval,✅
